test_id,applicability,applicability_predicate,applicability_evidence,decision_rule_ref,decided_by,decided_at,default_status,owner_stage
BC-112,SKIPPED_NOT_APPLICABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID names a chain-specific subject; probe BLOCKCHAIN ABSENT: no blockchain, chain, wallet, contract or on-chain implementation exists: 0 of 250 implementation file(s) under src/, ui/ and db/ import a matching module (708 import specifier(s) read) and 0 of 11 runtime dependencies match",topic:blockchain-specific->probe:BLOCKCHAIN(absent),scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-113,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-114,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic crypto from ""Key Derivation Testing"") and is decided on its own merits from this repository primitives; probe CRYPTO PRESENT: src/adapters/crypto/local-key-provider.ts key material and signing primitives; src/application/security/webhook-gate.ts webhook signature verification; src/adapters/persistence/webhook-bindings.ts stored webhook bindings",topic:crypto->probe:CRYPTO,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-115,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic persistence from ""Transaction Signing Verification"") and is decided on its own merits from this repository primitives; probe PERSISTENCE PRESENT: db/migrations 34 migration(s); src/adapters/persistence",topic:persistence->probe:PERSISTENCE,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-116,SKIPPED_NOT_APPLICABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID names a chain-specific subject; probe BLOCKCHAIN ABSENT: no blockchain, chain, wallet, contract or on-chain implementation exists: 0 of 250 implementation file(s) under src/, ui/ and db/ import a matching module (708 import specifier(s) read) and 0 of 11 runtime dependencies match",topic:blockchain-specific->probe:BLOCKCHAIN(absent),scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-117,SKIPPED_NOT_APPLICABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID names a chain-specific subject; probe BLOCKCHAIN ABSENT: no blockchain, chain, wallet, contract or on-chain implementation exists: 0 of 250 implementation file(s) under src/, ui/ and db/ import a matching module (708 import specifier(s) read) and 0 of 11 runtime dependencies match",topic:blockchain-specific->probe:BLOCKCHAIN(absent),scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-118,SKIPPED_NOT_APPLICABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID names a chain-specific subject; probe BLOCKCHAIN ABSENT: no blockchain, chain, wallet, contract or on-chain implementation exists: 0 of 250 implementation file(s) under src/, ui/ and db/ import a matching module (708 import specifier(s) read) and 0 of 11 runtime dependencies match",topic:blockchain-specific->probe:BLOCKCHAIN(absent),scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-119,SKIPPED_NOT_APPLICABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID names a chain-specific subject; probe BLOCKCHAIN ABSENT: no blockchain, chain, wallet, contract or on-chain implementation exists: 0 of 250 implementation file(s) under src/, ui/ and db/ import a matching module (708 import specifier(s) read) and 0 of 11 runtime dependencies match",topic:blockchain-specific->probe:BLOCKCHAIN(absent),scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-120,SKIPPED_NOT_APPLICABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID names a chain-specific subject; probe BLOCKCHAIN ABSENT: no blockchain, chain, wallet, contract or on-chain implementation exists: 0 of 250 implementation file(s) under src/, ui/ and db/ import a matching module (708 import specifier(s) read) and 0 of 11 runtime dependencies match",topic:blockchain-specific->probe:BLOCKCHAIN(absent),scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-121,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 03-STATIC-DESIGN-SUPPLY-CHAIN; the ID subject is not chain-specific (matched topic supply-chain from ""Dependency Scanning"") and is decided on its own merits from this repository primitives; probe SUPPLY_CHAIN PRESENT: scripts/dependency-audit.sh advisory scan and CycloneDX SBOM; package-lock.json locked dependency set",topic:supply-chain->probe:SUPPLY_CHAIN,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
BC-122,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 03-STATIC-DESIGN-SUPPLY-CHAIN; the ID subject is not chain-specific (matched topic supply-chain from ""Software Bill of Materials (SBOM) Verification"") and is decided on its own merits from this repository primitives; probe SUPPLY_CHAIN PRESENT: scripts/dependency-audit.sh advisory scan and CycloneDX SBOM; package-lock.json locked dependency set",topic:supply-chain->probe:SUPPLY_CHAIN,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
BC-123,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic dynamic-analysis from ""Package Vulnerability Scanning"") and is decided on its own merits from this repository primitives; probe DYNAMIC_TESTING PRESENT: scripts/induced-failure-readiness.sh induced failure across every declared dependency; scripts/gate-observability.sh observability gate that runs the induced-failure stage; tests/db integration suites against a provisioned database",topic:dynamic-analysis->probe:DYNAMIC_TESTING,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-124,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic vendor from ""Third-Party Library Testing"") and is decided on its own merits from this repository primitives; probe VENDOR PRESENT: PREFLIGHT.md declared provider credentials and probes; .agent/verification/CAPABILITY_MATRIX.md vendor limitation records",topic:vendor->probe:VENDOR,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-125,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 03-STATIC-DESIGN-SUPPLY-CHAIN; the ID subject is not chain-specific (matched topic distributable from ""Artifact Integrity Verification"") and is decided on its own merits from this repository primitives; probe ARTIFACT PRESENT: docs/release/supported-formats.md artifact formats declared and produced; .agent/verification/state/ARTIFACT_IDENTITY.json published identity with resolved digests",topic:distributable->probe:ARTIFACT,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
BC-126,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 03-STATIC-DESIGN-SUPPLY-CHAIN; the ID subject is not chain-specific (matched topic buildable from ""Compiler Verification"") and is decided on its own merits from this repository primitives; probe BUILDABLE PRESENT: scripts/build.sh build stage; scripts/build-artifact.sh declared artifact formats",topic:buildable->probe:BUILDABLE,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
BC-127,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-005
BC-128,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-129,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
BC-130,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 03-STATIC-DESIGN-SUPPLY-CHAIN; the ID subject is not chain-specific (matched topic buildable from ""Build Security Testing"") and is decided on its own merits from this repository primitives; probe BUILDABLE PRESENT: scripts/build.sh build stage; scripts/build-artifact.sh declared artifact formats",topic:buildable->probe:BUILDABLE,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
BC-131,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 04-BUILD-ARTIFACT-DEPLOYMENT; the ID subject is not chain-specific (matched topic deployable from ""Deployment Security Verification"") and is decided on its own merits from this repository primitives; probe DEPLOYABLE PRESENT: deploy/staging/README.md staging procedure; DEPLOYMENT.md deployment contract",topic:deployable->probe:DEPLOYABLE,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-005
BC-132,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 03-STATIC-DESIGN-SUPPLY-CHAIN; the ID subject is not chain-specific (matched topic secrets from ""Secret Scanning"") and is decided on its own merits from this repository primitives; probe SECRETS PRESENT: src/adapters/secrets/secret-resolver.ts resolution by reference; src/adapters/crypto/local-key-provider.ts local key material provider",topic:secrets->probe:SECRETS,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
BC-133,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic secrets from ""Credential Exposure Testing"") and is decided on its own merits from this repository primitives; probe SECRETS PRESENT: src/adapters/secrets/secret-resolver.ts resolution by reference; src/adapters/crypto/local-key-provider.ts local key material provider",topic:secrets->probe:SECRETS,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-134,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 03-STATIC-DESIGN-SUPPLY-CHAIN; the ID subject is not chain-specific (matched topic keys from ""Private Key Leakage Detection"") and is decided on its own merits from this repository primitives; probe KEYS PRESENT: src/adapters/crypto/local-key-provider.ts local key provider; src/adapters/secrets/secret-resolver.ts secret resolution by reference; config/environment/schema.json declared key material and secret keys",topic:keys->probe:KEYS,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
BC-135,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 03-STATIC-DESIGN-SUPPLY-CHAIN; the ID subject is not chain-specific (matched topic secret-scan from ""API Key Exposure Testing"") and is decided on its own merits from this repository primitives; probe SECRET_SCAN PRESENT: scripts/secret-scan.sh planted-shape secret scan",topic:secret-scan->probe:SECRET_SCAN,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
BC-136,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 03-STATIC-DESIGN-SUPPLY-CHAIN; the ID subject is not chain-specific (matched topic secrets from ""Hardcoded Secrets Detection"") and is decided on its own merits from this repository primitives; probe SECRETS PRESENT: src/adapters/secrets/secret-resolver.ts resolution by reference; src/adapters/crypto/local-key-provider.ts local key material provider",topic:secrets->probe:SECRETS,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
BC-137,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 04-BUILD-ARTIFACT-DEPLOYMENT; the ID subject is not chain-specific (matched topic deployable from ""Infrastructure-as-Code (IaC) Security Testing"") and is decided on its own merits from this repository primitives; probe DEPLOYABLE PRESENT: deploy/staging/README.md staging procedure; DEPLOYMENT.md deployment contract",topic:deployable->probe:DEPLOYABLE,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-005
BC-138,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 04-BUILD-ARTIFACT-DEPLOYMENT; the ID subject is not chain-specific (matched topic configurable from ""Configuration Security Testing"") and is decided on its own merits from this repository primitives; probe CONFIGURABLE PRESENT: config/environment/schema.json 43 classified key(s); config/environment/required.json required set per class and role",topic:configurable->probe:CONFIGURABLE,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-005
BC-139,SKIPPED_NOT_APPLICABLE,conditional,"registry default_stage 04-BUILD-ARTIFACT-DEPLOYMENT; the ID subject is not chain-specific (matched topic infrastructure-as-code from ""Terraform Security Scanning"") and is decided on its own merits from this repository primitives; probe IAC ABSENT: no infrastructure-as-code exists: 0 tracked files are terraform (.tf/.tfvars), CloudFormation templates, Ansible playbooks, Pulumi or Chef definitions, and 0 of 11 runtime dependencies provide one; the deployment surfaces this repository has are prose procedures (deploy/staging/README.md, deploy/production/README.md)",topic:infrastructure-as-code->probe:IAC(absent),scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-005
BC-140,SKIPPED_NOT_APPLICABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic container from ""Container Security Testing"") and is decided on its own merits from this repository primitives; probe CONTAINER ABSENT: no container build definition exists anywhere in the tracked tree (measured: 0 files named Dockerfile, Containerfile or docker-compose*), and the published identity records oci_image.status = BLOCKED_ON_IMPLEMENTATION; docs/release/supported-formats.md records container-format support as NOT claimed",topic:container->probe:CONTAINER(absent),scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-141,SKIPPED_NOT_APPLICABLE,conditional,"registry default_stage 04-BUILD-ARTIFACT-DEPLOYMENT; the ID subject is not chain-specific (matched topic container from ""Kubernetes Security Testing"") and is decided on its own merits from this repository primitives; probe CONTAINER ABSENT: no container build definition exists anywhere in the tracked tree (measured: 0 files named Dockerfile, Containerfile or docker-compose*), and the published identity records oci_image.status = BLOCKED_ON_IMPLEMENTATION; docs/release/supported-formats.md records container-format support as NOT claimed",topic:container->probe:CONTAINER(absent),scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-005
BC-142,SKIPPED_NOT_APPLICABLE,conditional,"registry default_stage 04-BUILD-ARTIFACT-DEPLOYMENT; the ID subject is not chain-specific (matched topic container from ""Docker Image Scanning"") and is decided on its own merits from this repository primitives; probe CONTAINER ABSENT: no container build definition exists anywhere in the tracked tree (measured: 0 files named Dockerfile, Containerfile or docker-compose*), and the published identity records oci_image.status = BLOCKED_ON_IMPLEMENTATION; docs/release/supported-formats.md records container-format support as NOT claimed",topic:container->probe:CONTAINER(absent),scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-005
BC-143,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-144,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-145,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-146,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-147,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-148,SKIPPED_NOT_APPLICABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID names a chain-specific subject; probe BLOCKCHAIN ABSENT: no blockchain, chain, wallet, contract or on-chain implementation exists: 0 of 250 implementation file(s) under src/, ui/ and db/ import a matching module (708 import specifier(s) read) and 0 of 11 runtime dependencies match",topic:blockchain-specific->probe:BLOCKCHAIN(absent),scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-149,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-150,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic privacy from ""Privacy Compliance Testing"") and is decided on its own merits from this repository primitives; probe PRIVACY PRESENT: DATA_EGRESS_MATRIX.md declared egress classes; config/observability/retention.json retention windows; SECURITY.md data handling rules",topic:privacy->probe:PRIVACY,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-151,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic data-protection from ""Data Protection Testing"") and is decided on its own merits from this repository primitives; probe PRIVACY PRESENT: DATA_EGRESS_MATRIX.md declared egress classes; config/observability/retention.json retention windows; SECURITY.md data handling rules",topic:data-protection->probe:PRIVACY,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-152,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-021
BC-153,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-021
BC-154,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-155,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic stateful from ""Statement Coverage Testing"") and is decided on its own merits from this repository primitives; probe PERSISTENCE PRESENT: db/migrations 34 migration(s); src/adapters/persistence",topic:stateful->probe:PERSISTENCE,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-156,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-157,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-158,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-159,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-160,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-161,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-162,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic api from ""API Testing"") and is decided on its own merits from this repository primitives; probe API PRESENT: src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry",topic:api->probe:API,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-163,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-164,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic egress from ""Regression Testing"") and is decided on its own merits from this repository primitives; probe EGRESS PRESENT: src/adapters/observability/egress-gate.ts DLP-scrubbed egress boundary; DATA_EGRESS_MATRIX.md declared egress classes",topic:egress->probe:EGRESS,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-165,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 15-17-PERFORMANCE-STRESS-RECOVERY; the ID subject is not chain-specific (matched topic performance from ""Performance Testing"") and is decided on its own merits from this repository primitives; probe LONG_RUNNING PRESENT: config/slo/objectives.json 5 declared objective(s) with windows",topic:performance->probe:LONG_RUNNING,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-016
BC-166,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-018
BC-167,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-018
BC-168,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 15-17-PERFORMANCE-STRESS-RECOVERY; the ID subject is not chain-specific (matched topic performance from ""Scalability Testing"") and is decided on its own merits from this repository primitives; probe LONG_RUNNING PRESENT: config/slo/objectives.json 5 declared objective(s) with windows",topic:performance->probe:LONG_RUNNING,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-016
BC-169,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 15-17-PERFORMANCE-STRESS-RECOVERY; the ID subject is not chain-specific (matched topic persistence from ""Transaction Throughput Testing"") and is decided on its own merits from this repository primitives; probe PERSISTENCE PRESENT: db/migrations 34 migration(s); src/adapters/persistence",topic:persistence->probe:PERSISTENCE,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-016
BC-170,SKIPPED_NOT_APPLICABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID names a chain-specific subject; probe BLOCKCHAIN ABSENT: no blockchain, chain, wallet, contract or on-chain implementation exists: 0 of 250 implementation file(s) under src/, ui/ and db/ import a matching module (708 import specifier(s) read) and 0 of 11 runtime dependencies match",topic:blockchain-specific->probe:BLOCKCHAIN(absent),scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-171,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic input-validation from ""Input Validation Testing"") and is decided on its own merits from this repository primitives; probe API PRESENT: src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry",topic:input-validation->probe:API,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-172,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-173,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic input-validation from ""Input Sanitization Testing"") and is decided on its own merits from this repository primitives; probe API PRESENT: src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry",topic:input-validation->probe:API,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-174,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-175,CONDITIONALLY_APPLICABLE_PENDING_EVIDENCE,conditional,"no chain-specific subject is named and no repository topic matches the title, so the decision is deliberately withheld rather than assumed; EVIDENCE REQUEST: name the repository construct this BC ID targets",bc:no-topic-match,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-176,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic audit-integrity from ""Audit Trail Testing"") and is decided on its own merits from this repository primitives; probe AUDIT PRESENT: src/adapters/persistence 2 audit-path module(s); config/alerts/catalogue.json audit-related alert rows",topic:audit-integrity->probe:AUDIT,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-177,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic observability from ""Event Logging Verification"") and is decided on its own merits from this repository primitives; probe OBSERVABILITY PRESENT: config/metrics/catalogue.json 42 metric families; config/alerts/catalogue.json 20 alert rows; config/slo/objectives.json 5 objective(s)",topic:observability->probe:OBSERVABILITY,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
BC-178,APPLICABLE_AUTOMATABLE,conditional,"registry default_stage 12-DYNAMIC-SECURITY; the ID subject is not chain-specific (matched topic audit-integrity from ""Immutability Verification"") and is decided on its own merits from this repository primitives; probe AUDIT PRESENT: src/adapters/persistence 2 audit-path module(s); config/alerts/catalogue.json audit-related alert rows",topic:audit-integrity->probe:AUDIT,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
